node1,node2,weight
southerncaliforniabight,usa,2
landslide,neural-networks,2
cerebral-cortex,pattern-analysis,2
highlypathogenicavianinfluenza,spatialanalysis,4
occipitalcortex,organization,2
multicriteriarankingsandfuzzyranks,userfriendlysoftwaresystem,2
spatial,simulation,2
andsimulationdevices,senseddata,2
mouse,complex,8
b-value,lake,2
brain,independentcomponentanalysis,22
auditory-cortex,connections,2
pollution,basin,20
framework,extremes,2
computersimulation,elements,2
scanstatistics,basin,2
spatialdata-analysis,aedes-aegypti,2
ethiopia,clusters,2
gene-expression,features,2
mesenchymalstem-cells,mice,2
mesialtemporallobeepilepsy,voxel-basedmorphometry,2
environment,dynamics,4
clusteranalysis,upperslope,4
multivariateanalysis,som,2
spatialheterogeneity,prediction,4
kernelanalysis,scales,2
seasonal-variations,system,2
floodmapping,vegetation,2
blindsourceseparation,activity,2
mid-oceanridge,iceland,2
times,acceleration,2
productivity,climate-change,2
divergentselection,postglacialcolonization,2
sensitivityanalysis,artificialneural-networks,4
allozymes,microsatellites,2
ischemia,activation,4
cloudclusters,profiles,2
population,reproduction,2
phytoplankton,physicochemical,2
record,peru,2
seasonalrainfall,severityindex,2
propagation,independentcomponentanalysis,4
matrices,neuralmechanisms,2
proteins,surfaces,2
united-kingdom,norway,4
discovery,clusters,4
spatialpatterns,hippocampus,2
violentcrime,injection,2
segmentationclock,gastrulation,2
ale,functionalmri,2
eeg,responses,2
earthquakes,pacific,2
reproductiveisolation,british-columbia,2
chlorophyll-a,concentration,2
latitudeboundary-layer,daysidemagnetopause,2
microstimulation,recognition,2
basalganglia,acquisition,2
unit-activity,pyramidalcells,2
animation,wavelets,4
size,l.,4
conductivity,area,2
validation,system,2
spatialdata-analysis,hot-spots,2
southamerica,chloroplastdna,2
phylogeny,biogeography,4
magnetoencephalography,clusteranalysis,2
neuralrepresentation,knowledge,2
dengue,viruses,2
groundwaterchemistry,parameters,2
decisions,metrics,2
inhibition,differentiation,4
biomass,landscape,2
spatialautocorrelationanalysis,spatial,2
radiation,size,2
olfactoryeeg,bandactivity,4
waterquality,map,2
alaska,transport,4
permutation,temporalautocorrelation,2
analysis,abundance,2
thematicmapperdata,imagery,2
zooplankton,south-africa,4
high-frequencyradar,current,6
louisiana,modis,2
prediction,desert,2
slip,deformation,2
topographicorganization,eye-movements,2
location,time,2
temporal,ethiopia,2
clustering,mooddisorders,2
clustering,network,10
modis,landsat,2
climate,earlywarningsystem,2
spatialanalysis,seismicity,2
ndvi,mapping,4
growth,state,2
xlox,developingbrain,2
ecosystems,gulf,2
responses,biomass,2
pm10,evolution,2
wetlands,policy,2
statistical-analysis,prefrontalcortex,2
"diagrams,andlinearextensions",andhierarchicalmarkovtransitionmatrix,2
seasonality,forest,2
ecologicaldata,autocorrelation,2
portugal,entropy,2
sarcoplasmic-reticulum,release,2
circulationpatterns,regimes,2
k-function,ecosystems,2
benthos,estuary,2
developingvertebratelimb,retinoicacid,2
16srrnagene,maximum-likelihood,2
resting-state,brain,2
statistics,pointprocess,2
stochasticsimulation,time,2
white-matterabnormalities,genetic-variation,2
independentcomponentanalysis,somatosensorystimulation,2
risk,stability,2
standardizedprecipitationindex,cluster-analysis,2
conservednoncodingsequences,chromosome,2
waste-water,toxicity,2
ecosystem,temporalchanges,2
area,ownership,2
magnetopause,polar,2
divergence,climate,2
performance,land,2
long-range,series,2
adhd,brainactivation,4
homeobox,complex,4
vegetationdynamics,blackspruce,2
dioecy,maximum-likelihood,2
instabilities,reservoir,2
death,model,2
individuals,disorders,2
distribution,settlement,2
patterns,specification,2
evolution,solids,2
space-timeclustering,geographicinformationsystems,2
geovisualanalytics,spatio-temporalclustering,2
yuccamountain,seismicity,2
principalcomponents,climate,6
pm10,sites,2
detection,comprehension,2
summer,rainfall,2
shanghai,cities,2
models,impact,6
tuberculosis,diagnosis,2
river-basin,agriculture,2
striatum,modulation,2
atlantic-ocean,el-nino,2
roads,city,2
evolutionarypsychology,mortality,2
association,region,2
fineparticles,hong-kong,2
spatial,water-useefficiency,2
mesialtemporallobeepilepsy,brain,2
transcription,network,2
asia,aerosol,2
children,network,2
working-memory,auditory-cortex,2
independentcomponentanalysis,yeast,2
expressionpatterns,factors,2
potentialevapotranspiration,duration,2
acoustic,temporal,2
gut,communities,2
timetrends,salt,2
detectionandregionalchangepatternsanalysis,"diagrams,andlinearextensions",2
spatiotemporalanalysis,clusters,2
surface,qualityassessment,2
ozone,spatialassociation,2
hong-kong,etiology,2
tonotopicorganization,neurons,2
infantmortality,urbanareas,2
traffic,sites,2
drosophila,geneexpression,2
paleoclimate,lastglacialmaximum,4
forestdynamics,swissalps,2
knoxtest,invasion,2
liver,genefamily,2
galaxies:stellarcontent,supernova-remnants,2
habitatfragmentation,woodland,2
signal,beta-catenin,2
magneticsourceimaging,simultaneouseeg-fmri,2
spatiotemporal,fmri,2
magnetosphericphysics,magnetosphere,8
clustering,crustaldeformation,2
predators,ecosystem,4
gis,iran,2
clusteranalysis,surfacetemperature,2
rainfall,malaria,2
fluid-flow,region,2
habitat,restoration,4
time-series,classification,8
therapy,virus,2
glycoprotein,rna,2
temporallobeepilepsy,coherence,2
valley,zone,2
cluster,cluster-analysis,4
spatial-temporalpatterns,climatechange,2
spatial-analysis,risk-factors,8
stimulation,array,2
air,emissions,2
resonanceimaging,evolution,2
indicatorgeostatistics,animation,2
alzheimers-disease,bipolardisorder,2
pathogenesis,angiopathy,2
perfusion,time,2
mousemodel,executive,2
solar-wind,particles,2
general-circulationmodel,new-zealand,2
gulf-of-mexico,spatialautocorrelation,2
compartmentalization,coexistence,2
disaggregation,simulation,2
populationconnectivity,approach,2
crime,disorder,4
water,chemometrics,4
chronicwastingdisease,patterns,2
influenza,spatio-temporalanalysis,2
spatialandtemporalanalysis,ecology,2
temporalscale,taiwan,2
image-analysis,amygdala,2
flow,region,2
dendriticspines,disease,2
zonation,spain,2
phosphorus,soil,2
california,zone,4
regressiontrees,indexes,2
dailyclimateextremes,spatial,2
populationgenetics,hymenoptera,2
romania,events,2
time-seriesanalysis,bangladesh,2
radar,landscape,2
receptor,ca2+release,2
northanatolianfault,southerncalifornia,2
corticalthickness,humancerebral-cortex,2
rhombomere,developmentalexpression,2
uncertainty,visualization,4
spatialscale,marinefishes,2
structuralconnectivity,mri,2
plasmodium-falciparumtransmission,africa,2
cognitivecontrol,morphology,2
mads-boxgenes,identity,2
area,identify,2
epidemiology,mexico,2
facialexpressions,image-analysis,2
speciescomposition,salinity,2
regeneration,gaps,2
development,randomness,2
beringsea,geostatistics,2
pattern,vietnam,2
limb,drosophila,4
atrophy,tensor-basedmorphometry,2
roughness,magnitude-frequencydistribution,2
principalcomponentsanalysis,sequences,2
pattern-recognition,chemometrics,4
temporal,virus,4
database,melanogaster,2
clusteranalysis,netherlands,2
plain,areas,2
aquaticinsects,disturbance,2
structural,stream,2
neurodegeneration,gene,2
dataanalysis,prediction,2
functional,humanbrain,4
low-birth-weight,impact,2
magnitude,tectonics,2
ecotones,pattern,2
biomass,ecology,2
diffusion,spatialheterogeneity,2
divergentselection,globalchange,2
islands,populations,2
temporalvariations,phytoplankton,2
ultra-high-risk,spatialworking-memory,2
clustering,artificialneural-networks,2
demersalfishes,argentina,2
southernchina,identification,2
feedingecology,oryctolagus-cuniculus,2
factoranalysis,harmfulalgalblooms,2
connectivity,modulation,4
landsurfacetemperature,climate-change,2
change,hasse,2
gene-expression,rat-brain,2
clusteranalysis,watershed,2
kernel,hot-spots,2
water-resources,model,2
vegetationdynamics,community,4
microsatellite,insecticideresistance,2
photosynthesis,population,2
featureextraction,schizophrenia,2
models,space,6
westnilevirus,spatial-patterns,2
trendanalysis,canada,2
earthsbowshock,high-beta,4
health,spatial,6
remotesensing,publichealth,2
functionalconnectivity,clustering,2
source,diptera,2
temporalpatterns,habitat,2
growth,prediction,2
diseaseclusters,biomass,2
seasonalvariations,forecast,2
infantmortality,south-africa,2
markers,deforestation,2
discrimination,dynamics,4
changedetection,neural-networks,4
metapopulationdynamics,uk,2
complexnetworks,regions,2
source,resolution,2
precursor,greatearthquakes,2
remotely,landscapepatterns,2
niche,lyme-disease,2
anteriorcingulatecortex,basalganglia,4
field-alignedcurrents,convection,2
imagesegmentation,mridata,2
patchdynamics,fragmentedlandscapes,2
species-diversity,mechanisms,4
localization,spikes,6
circulationtypes,spain,2
kinase,differentiation,4
principal,atmospheric,2
detectionandregionalchangepatternsanalysis,markovrandomfields,2
epilepsy,selection,2
statistical,turkey,2
mountain,temperature,2
diseasesurveillance,measles,2
tetrode,unit-activity,2
polycyclicaromatic-hydrocarbons,waste-water,2
cycle,melanogaster,2
paradigm,componentanalysis,2
geospatialdatamanagement,metrics,2
fisheries,stratification,2
crystals,systems,2
scale-dependence,biology,2
satellitedata,prediction,2
hippocampus,generation,2
romania,outbreak,2
isolation-by-distance,models,2
heterochromatin,fluorescencemicroscopy,2
reproductivesuccess,great-lakes,2
spatial,ursus-arctos,2
spatialclustering,areas,2
polycyclicaromatic-hydrocarbons,fate,2
temporal,biodiversityconservation,2
channelestimation,systems,2
pyramidalneurons,action-potentials,2
clusterroot,plants,2
clustering,protein,6
persistence,correlations,6
inferotemporalcortex,selectivity,2
spatialvariation,effectivepopulation-size,2
pollination,competition,2
stochastic,evolution,2
differentiation,inhibitors,2
receptive-fields,neurons,2
trabecularbone,flow,2
current,system,4
escherichia-coli,giardiasis,2
southchina,river,2
reflectance,resources,2
pattern-recognitiontechniques,optimal-design,2
dentategyrus,neurogenesis,2
light,model,2
multivariatestatisticaltechniques,alluvialaquifer,4
time-seriesanalysis,availability,2
probabilisticforecasting,assessment,2
basin,trends,4
ocean,dynamics,6
detrendedfluctuationanalysis,b-value,2
watersheds,neural-networks,2
diversity,future,2
glm,humanvisual-cortex,2
basaldendrites,computations,2
bayesian,sub-saharanafrica,2
persistentorganicpollutants,estuary,2
self-organizingmaps,winter,2
filter,population,2
vehicles,soil,2
hydrodynamics,column,2
particles,islands,2
landscape,dispersal,6
resolution,fields,2
villages,fever,2
auditorycortex,clusteranalysis,2
"diagrams,andlinearextensions",multicriteriacomparisonsand,2
remotesensing,salt-marsh,2
earthquake,aftershock,4
spatial,pointpattern-analysis,2
geovisualanalytics,behavior,2
land-surfacemodel,semiaridregion,2
scalingdomains,statistical,2
spatialnormalization,speech,2
planetarybowshocks,low-frequency,2
salmonella,denmark,2
urbanization,city,2
competition,distribution,2
hierarchicalclusteranalysis,classification,2
cluster,spatio-temporal,4
exchange,deposition,2
reorganization,validation,2
identification,image,2
receptive-field,emergence,2
parallelcomputing,porous-media,2
tensor-basedmorphometry,alzheimer'sdisease,2
extinction,brainnetworks,2
landsurfacetemperature,analysis,2
functionalmagneticresonanceimaging,eeg,2
san-andreasfault,system,4
latitudeboundary-layer,polar,2
molecularepidemiology,determinants,2
acidresponseelement,gene-expression,2
spatialvariability,measurements,2
prediction,independentcomponentanalysis,2
ireland,density,2
owlbubo-bubo,oryctolagus-cuniculus,2
interactions,magnetopause,2
costa-rica,alaska,2
spatiotemporalmodeling,spatialclustering,2
localspatialautocorrelation,discovery,2
climate-change,dynamics,10
precipitation,management,4
genetic-structure,dispersal,2
particulatematter,exposure,2
population-genetics,conservationgenetics,2
visualanalytics,algorithms,2
functionalimaging,focal,2
culex-pipiens,outbreak,2
humanneuralsystem,perception,2
connectivity,reserves,2
ecology,usa,6
artificial,habitat,2
spatiotemporal,statistical-analysis,2
software,synapse,2
sprawl,ecosystem,2
functional,bovine,2
tibetanplateau,activetectonics,2
cell-membranes,organization,2
deprivation,injury,2
reproductiveisolation,homoptera,2
flux-transferevents,multi-spacecraftobservations,2
volcano,framework,2
liver,central-nervous-system,2
eeg,children,10
microseismicity,pull-apartbasin,4
geographicinformation-systems,pattern-analysis,2
conservationgenetics,computer-program,6
skeletal-muscle,myogenesis,2
restoration,bay,4
prevention,repeat,2
coastaldunes,sand,2
southernappalachianstream,rainbow-trout,2
tests,power,2
ecotones,biomass,4
sea,height,2
exocytosis,patterns,2
principalcomponentsanalysis,sea,2
adhd,metaanalysis,2
time-series,enhancement,2
independent,spatiotemporal,2
spatial,prevention,2
estimation,adaptation,2
statistical-analysis,events,2
featureextraction,separation,2
space-timeinteraction,voles,2
vaccination,seasonality,2
time,multivariate,2
snakes,gradient,2
tracking,removal,2
great-britain,worldwide,2
consequences,markers,2
fractals,spatialvariation,2
three-dimensional,deficits,2
diversity,rice,2
spatialdistribution,areas,2
emissions,space,2
cells,algorithms,2
spatio-temporalanalysis,response,2
superiortemporalsulcus,monkeyinferotemporalcortex,2
aftershocks,dynamics,8
spatio-temporal,example,2
classification,dynamics,8
patterns,brain,6
spatialanalysis,temporal,2
synchronization,resolution,2
chromatin,length,2
sensitivity,north-atlanticoscillation,2
segmentation,connections,2
breast-cancer,trends,2
impact,epidemiology,6
dataclustering,information,2
in-vivo,tissue,2
eye,hedgehog,4
characterization,transmission,2
adaptive,strategies,2
activation,sleep,2
spatial-distribution,catalog,2
anomalies,prevention,2
geomagnetictail,magnetic,4
mid-oceanridge,volcanicactivity,2
radiation,clusters,2
tonotopicorganization,temporalcortex,2
visual-cortex,brain,2
location,issues,2
analysis,glioma,2
trend,disease,2
competition,mortality,4
glia,lineage,2
metaanalysis,dynamics,2
basalganglia,parkinsons-disease,4
pine,forests,2
spatialworking-memory,event-related,2
oscillation,spatial-patterns,2
farmers,rice,2
intelligence,perception,2
